 TIME             sta1            sta2      
     548.000 -0.29095273E-19  0.41394042E-19
     549.000 -0.25170510E-19  0.40925018E-19
     550.000 -0.18972725E-19  0.38628941E-19
     551.000 -0.11250708E-19  0.34350999E-19
     552.000 -0.28609445E-20  0.27808220E-19
     553.000  0.47510790E-20  0.19119755E-19
     554.000  0.99333156E-20  0.92113957E-20
     555.000  0.11761913E-19 -0.37913432E-21
     556.000  0.10343571E-19 -0.82076672E-20
     557.000  0.64135677E-20 -0.13445804E-19
     558.000  0.10100954E-20 -0.15801182E-19
     559.000 -0.46100223E-20 -0.15298729E-19
     560.000 -0.92603587E-20 -0.12443909E-19
     561.000 -0.12334202E-19 -0.83829660E-20
     562.000 -0.13972230E-19 -0.44658186E-20
     563.000 -0.14600289E-19 -0.15922743E-20
     564.000 -0.14374086E-19 -0.11042439E-21
     565.000 -0.13332174E-19 -0.88572038E-22
     566.000 -0.12156003E-19 -0.13024869E-20
     567.000 -0.12391535E-19 -0.31330976E-20
